registration,association_name,address,type,registration_status,enforcement_status,reg_date
CR23005106,"OASIS AT ANTILLA CONDOMINIUM ASSOCIATION, INC.",35 ANTILLA AVENUE DORAL FL 33126,Condominium,Closed,No,01-31-2026
CR23005107,"YUBA CONDOMINIUM, INC","846 MICHIGAN AVE MIAMI BEACH, FL FLORIDA 33139",Homeowner,Issued,No,01-31-2027
CR23005108,"PALMETTO TRAILER ESTATES ASSOCIATION, INC.",3205 W 16 AVE HIALEAH FL 33012,Condominium,Issued,No,01-31-2027
CR23005109,"ANA TOWERS CONDOMINIUM NO. 1, INC.",711 JEFFERSON AVE MIAMI BEACH FL 33139,Condominium,Issued,No,01-31-2027
CR23005110,"OAKGROVE CONDOMINIUM ASSOCIATION, INC.",2717 SW 22 AVE MIAMI FL 33133,Condominium,Issued,No,01-31-2027
CR23005111,"HOMES OF DORAL LANDINGS COMMUNITY ASSOCIATION, INC.",5098 NW 113 PLACE DORAL FL 33178,Homeowner,Issued,No,01-31-2027
CR23005112,"CORAL HAVEN ASSOCIATION, INC.",10217 SW 21 TERRACE MIAMI FL 33165,Homeowner,Issued,No,01-31-2027
CR23005113,"LITTLE GROVE NO.2 CONDOMINIUM ASSOCIATION, INC.",2880 SW 37TH COURT MIAMI FL 33134,Homeowner,Issued,No,01-31-2027
CR23005114,"VILLAS AT SANTANDER CONDOMINIUM ASSOCIATION, INC.","615 SANTANDER AVE, UNIT E CORAL GABLES FLORIDA 33134",Condominium,Issued,No,01-31-2027
CR23005116,"THE VANDERBILT CONDOMINIUM ASSOCIATION OF MIAMI BEACH,INC.",810 PENNSYLVANIA AVE MIAMI BEACH FL 33139,Condominium,Issued,No,01-31-2027
CR23005117,"VILLA LUCCA CONDOMINIUM ASSOCIATION, INC.","1025,1027,1037 & 1045 MICHIGAN AVE MIAMI BEACH FL 33139",Condominium,Issued,No,01-31-2027
CR23005118,"DOUGLAS MANOR PARK CONDO. ASSOC., INC.",3757 SW 27TH LN MIAMI FL 33134,Homeowner,Issued,No,01-31-2027
CR23005119,GOLF VILLAGE OF KENDALL INC.,6241 SW 138 CT. MIAMI FL 33183,Homeowner,Issued,No,01-31-2027
CR23005120,"IL LAGO COUNTRY CLUB TOWNHOUSES OWNERS ASSOCIATION, INC.",5757 SW 142 AVE. MIAMI FL 33183,Homeowner,Issued,No,01-31-2027
CR23005121,"510-512 FERNWOOD ROAD CONDOMINIUM ASSOCIATION, INC.",901 BRICKELL KEY BLVD 1704 MIAMI FLORIDA 33131,Condominium,Issued,No,01-31-2027
CR23005122,"735 CONDOMINIUM ASSOCIATION, INC.",735 14 PLACE MIAMI BEACH FL 33139,Condominium,Expired,Yes,01-31-2026
CR23005123,"VILLA LUCCA SOUTH CONDOMINIUM ASSOCIATION, INC.",945 10TH ST MIAMI BEACH FL 33139,Condominium,Issued,No,01-31-2027
CR23005124,"WHISPER CONDOMINIUM ASSOCIATION, INC.",815 EUCLID AVE MIAMI BEACH FL 33139,Condominium,Issued,No,01-31-2027
CR23005125,"WINDSOR TERRACE CONDO ASSOCIATION, INC.",1021 MICHIGAN AVE MIAMI BEACH FL 33139,Condominium,Expired,Yes,01-31-2025
CR23005126,"ISABELLA CONDOMINIUM ASSOCIATION, INC.",3034 ALLAMANDA ST MIAMI FLORIDA 33133,Condominium,Issued,No,01-31-2027
CR23005127,"ALMERIA PARK CONDOMINIUM, INC","357 ALMERIA AVE, STE 100 CORAL GABLES FL 33134-5801",Condominium,Issued,No,01-31-2027
CR23005128,"525 NE 63RD STREET CONDOMINUM ASSOCIATION,INC.","525 NE 63RD ST, APT 3 MIAMI FL 33138",Condominium,Issued,No,01-31-2027
CR23005129,"BAYVIEW CONDOMINIUM, INC.",1345 LINCOLN ROAD #306 MIAMI BEACH FLORIDA 33139,Condominium,Issued,No,01-31-2027
CR23005130,"THE BRICKELL INN CONDOMINIUM ASSOCIATION, INC.",1950 BRICKELL AVE MIAMI FL 33128,Condominium,Issued,No,01-31-2027
CR23005131,"EXPO I CONDOMINIUM ASSOCIATION, INC",605 NW 72 AVE MIAMI FLORIDA 33126,Condominium,Issued,No,01-31-2027
CR23005133,"CADIZ I CONDOMINIUM ASSOCIATION, INC.",6215 W. 22 CT HIALEAH FL 33016,Condominium,Issued,No,01-31-2027
CR23005134,"D'GEMS CONDOMINIUM ASSOCIATION, INC.",619 MERIDIAN AVE MIAMI BEACH FL 33139,Condominium,Issued,No,01-31-2027
CR23005135,"GARDEN VISTA CONDOMINIUM ASSOCIATION, INC.",4758 WEST FLAGLER STREET MIAMI FLORIDA 33134,Condominium,Abandoned,No,
CR23005136,"EL JARDIN DE HIALEAH CONDOMINIUM, INC.",782 NW 42 AVENUE MIAMI FL 33126,Condominium,Issued,No,01-31-2027
CR23005137,"MAPIA CONDOMINIUM ASSOCIATION, INC.",7915 HARDING AVENUE MIAMI BEACH FLORIDA 33142,Condominium,Issued,No,01-31-2027
CR23005138,"THE BANK CONDOMINIUM ASSOCIATION, INC.",8101 BISCAYNE BLVD MIAMI FL 33138,Condominium,Expired,Yes,01-31-2026
CR23005139,"GRAND CONCOURSE CONDOMINIUM ASSOCIATION, INC.",421 GRAND CONCOURSE MIAMI SHORES FL 33138,Condominium,Expired,Yes,01-31-2026
CR23005140,ALTOS DEL MAR OF MIAMI BEACH CONDOMINIUM ASSOCIATION INC.,8041 HARDING AVE MIAMI BEACH FL 33141,Condominium,Issued,No,01-31-2027
CR23005141,"WATERWAY ISLES CONDOMINIUM ASSOCIATION, INC.",3860 NE 170TH ST NORTH MIAMI BEACH FL 33160,Condominium,Abandoned,No,
CR23005142,"ESPANA VILLAS, A CONDOMINIUM ASSOCIATION, INC.","1795 W 41 ST HIALEAH, FL FLORIDA 33012",Condominium,Issued,No,01-31-2027
CR23005143,"950 PARK HAVEN CONDOMINIUM ASSOCIATION, INC.",950 PENNSYLVANIA AVE MIAMI BEACH FL 33139,Condominium,Issued,No,01-31-2027
CR23005144,"MORADA NUMBER ONE-A CONDOMINIUM ASSOCIATION, INC",6190 W 19TH AVE HIALEAH FLORIDA 33012,Condominium,Issued,No,01-31-2027
CR23005145,"CHESTNUT HILL CONDOMINIUM, INC.",9999 NE 2ND AVENUE MIAMI SHORES FLORIDA 33138,Condominium,Abandoned,No,
CR23005146,"CITY VIEW BY THE GROVE CONDOMINIUM ASSOCIATION, INC.",2441 SW 31ST AVE MIAMI FL 33145,Condominium,Issued,No,01-31-2027
CR23005147,"CAPISTRANO PALMS CONDOMINIUM ASSOCIATION, INC.",433 SWALLOW DRIVE MIAMI SPRINGS FL 33166,Condominium,Issued,No,01-31-2027
CR23005148,"MASADA II CONDOMINIUM ASSOCIATION, INC.",3737 INDIAN CREEK DR MIAMI BEACH FL 33140,Condominium,Issued,No,01-31-2027
CR23005149,"RO-MONT GARDENS, ANDOVER CONDOMINIUM ""B"", INC.",55 NW 204 STREET MIAMI GARDENS FLORIDA 33169,Condominium,Expired,Yes,01-31-2026
CR23005150,"THE MANOR ON 10TH CONDOMINIUM ASSOCIATION, INC.",953 SW 10TH STREET MIAMI FLORIDA 33130,Condominium,Issued,No,01-31-2027
CR23005151,"CEDAR GLENN CONDOMINIUM APTS., INC.",671 NE 195 ST NORTH MIAMI BEACH FL 33179,Condominium,Issued,No,01-31-2027
CR23005152,"ANDOR PLAZA ASSOCIATION, INC.",16850 SOUTH GLADES DRIVE NORTH MIAMI BEACH FL 33162,Condominium,Issued,No,01-31-2027
CR23005153,"THE BELLAGIO CONDOMINIUM ASSOCIATION, INC.",421 NE 68 ST MIAMI FLORIDA 33134,Condominium,Issued,No,01-31-2027
CR23005154,"CARMEL LAKES CONDOMINIUM NO. 11 ASSOCIATION, INC.",20741 NE 4 CT MIAMI FL 33179,Condominium,Issued,No,01-31-2027
CR23005155,"SUNSET PALM VILLAS CONDOMINIUM, INC.",9999 NE 2ND AVENUE MIAMI SHIRES FLORIDA 33138,Condominium,Abandoned,No,
CR23005156,"WESTLAND PLAZA GARDENS CONDOMINIUM, INC.",9999 NE 2ND AVENUE MIAMI SHORES FLORIDA 33138,Condominium,Abandoned,No,
CR23005157,"LAKES OF THE MEADOW VILLAGE HOMES MASTER MAINTENANCE ASSOCIATION, INC.",4450 SW 152ND AVE MIAMI FLORIDA 33186,Master Association,Issued,No,01-31-2027
CR23005158,"VILLA GATSBY CONDOMINIUM ASSOCIATION, INC.",928 EUCLID AVE MIAMI BEACH FL 33139,Condominium,Issued,No,01-31-2027
CR23005159,"MAR RONDA CONDOMINIUM, INC.",55 E 11TH ST HIALEAH FL 33010,Condominium,Issued,No,01-31-2027
CR23005160,"INDIANA VILLAS CONDOMINIUM ASSOCIATION, INC.",3142 INDIANA STREET MIAMI FL 33133,Condominium,Issued,No,01-31-2027
CR23005162,"YVETTE CONDOMINIUM, INC.",3309 NORTHWEST 13TH TERRACE MIAMI FL 33125,Condominium,Issued,No,01-31-2027
CR23005163,"MIMO ON THE BEACH VI CONDOMINIUM ASSOCIATION, INC.",6831 ABBOTT AVE MIAMI BEACH FLORIDA 33141,Condominium,Issued,No,01-31-2027
CR23005164,"MUTINY ON THE BAY CONDOMINIUM ASSOCIATION, INC.",2951 S BAYSHORE DR MIAMI FLORIDA 33133,Condominium,Issued,No,01-31-2027
CR23005165,"BLUE RESORT CONDOMINIUM ASSOCIATION, INC.",5300 NW 87TH AVE DORAL FLORIDA 33178,Condominium,Issued,No,01-31-2027
CR23005166,"FLORIDA 2000 CONDOMINIUM ASSOCIATION, INC.",8582 NW 7TH STREET MIAMI FLORIDA 33126,Condominium,Issued,No,01-31-2027
CR23005167,"ARAGON TOWERS CONDOMINIUM ASSOCIATION, INC.",12905 SW 132 STREET #5 MIAMI FL 33186,Condominium,Issued,No,01-31-2027
CR23005168,"WEST GARDENS VILLAGE CONDOMINIUM ASSOCIATION, INC",650-690 WEST PARK DR MIAMI FLORIDA 33172,Condominium,Issued,No,01-31-2027
CR23005169,"LUCY OWNER'S ASSOCIATION, INC.",2033 CALAIS DRIVE MIAMI BEACH FLORIDA 33141,Condominium,Issued,No,01-31-2027
CR23005170,"KENDALE WOODS NORTH CONDOMINIUM ASSOCIATION, INC.",6301 SW 138 CT MIAMI FL 33183,Condominium,Expired,Yes,01-31-2026
CR23005172,PINEWOOD HOUSE INCORPORATED,520 EUCLID AVE MIAMI BEACH FLORIDA 33139,Condominium,Issued,No,01-31-2027
CR23005173,"OCEAN VIEW TOWNHOMES-I CONDOMINIUM ASSOCIATION, INC.",16657 NE 35 AVE NORTH MIAMI BEACH FL 33160,Condominium,Issued,No,01-31-2027
CR23005174,"LAS VILLAS DE SEGOVIA CONDOMINIUM ASSOCIATION, INC.",5641 WEST 24TH AVENUE HIALEAH FL 33016,Condominium,Issued,No,01-31-2027
CR23005175,"EASTSIDE AT AVENTURA CONDOMINIUM ASSOCIATION, INC.",3000 NE 188 STREET AVENTURA FL 33180,Condominium,Issued,No,01-31-2027
CR23005176,"HIDEAWAY AT SOUTH MIAMI CONDOMINIUM ASSOCIATION, INC.",7901 SW 64 AVENUE SOUTH MIAMI FL 33143,Condominium,Issued,No,01-31-2027
CR23005177,"SERENDIPITY IN THE GROVE, INC.",3229 MCDONALD STREET MIAMI FLORIDA 33133,Condominium,Closed,Yes,01-31-2025
CR23005178,"THE ARBORS CONDOMINIUM ASSOCIATION, INC.",7701 SW 55 AVE MIAMI FLORIDA 33143,Condominium,Issued,No,01-31-2027
CR23005179,"LITTLE GROVE NO. 1 CONDOMINIUM ASSOCIATION, INC.",2931-33 SW 27TH TERRACE MIAMI FL 33133,Condominium,Issued,No,01-31-2027
CR23005181,"RO-MONT SOUTH EXECUTIVE COUNCIL, INC.",20314 NE 2ND AVE MIAMI FL 33179,Master Association,Closed,Yes,02-01-2024
CR23005182,"BIRD GROVE CONDOMINIUM ASSOCIATION, INC.",2734 BIRD GROVE MIAMI FL 33186,Condominium,Issued,No,01-31-2027
CR23005183,"MIMO ON THE BEACH III CONDOMINIUM ASSOCIATION, INC.",305 69TH STREET MIAMI BEACH FL 33141,Condominium,Issued,No,01-31-2027
CR23005184,TOWNLEY CONDOMINIUM INC.,4010 N MERIDIAN AVENUE #9 MIAMI BEACH FLORIDA 33140,Condominium,Issued,No,01-31-2027
CR23005185,"MYSTIC CONDOMINIUM ASSOCIATION, INC.",577 NE 62 ST MIAMI FL 33138,Condominium,Expired,Yes,01-31-2026
CR23005186,"THE NOLOBI CONDOMINIUM ASSOCIATION, INC.",935 EUCLID AVENUE MIAMI BEACH FL 33139,Condominium,Issued,No,01-31-2027
CR23005188,"GALIANO CONDOMINIUM ASSOCATION, INC.",498 SW 2ND ST MIAMI FL 33130,Condominium,Expired,Yes,01-31-2026
CR23005194,"SIXTH HORIZONS CONDOMINIUM, INC.",1450 NE 191 ST MIAMI FL 33179,Condominium,Issued,No,01-31-2027
CR23005197,"JACKSON GROVE CONDOMINIUM ASSOCIATION, INC.",2967 JACKSON AVE MIAMI FL 33133,Condominium,Issued,No,01-31-2027
CR23005198,"BELLA VISTA VILLAS CONDOMINIUM NO. ONE ASSOCIATION, INC.",4538 W 14 CT DORAL FL 33172,Condominium,Issued,No,01-31-2027
CR23005199,"COMAR ESTATES CONDOMINIUM ASSOCIATION, INC",5793 - 5835 W 26 AVE HIALEAH FL 33016,Condominium,Issued,No,01-31-2027
CR23005201,"THE GROVE AT WATERSTONE HOA, INC.",4148 NE 16 ST HOMESTEAD FL 33033,Homeowner,Issued,No,01-31-2027
CR23005202,"PINEBROOKE CONDOMINIUM J ASSOCIATION, INC.",16240 SW 101 AVENUE MIAMI FL 33157,Condominium,Issued,No,01-31-2027
CR23005203,WINDSOR ESTATES CONDOMINIUM NO. 3 INC.,435 NE 121 ST NORTH MIAMI FL 33161,Condominium,Expired,Yes,01-31-2025
CR23005204,"3060-62 CONDOMINIUM ASSOCIATION, INC.",3060 NEW YORK ST MIAMI FL 33133,Homeowner,Issued,No,01-31-2027
CR23005205,"LENOX ON THE BEACH CONDOMINIUM ASSOCIATION, INC",1040 7TH ST MIAMI BEACH FL 33139,Condominium,Expired,Yes,01-31-2025
CR23005206,"THE WILLIAM LEE, INC.",7720 HARDING AVENUE MIAMI BEACH FLORIDA 33141,Condominium,Abandoned,No,
CR23005207,"ALAMEDA TOWER 4 CONDOMINIUM ASSOCIATION, INC.",5440 W. 21 CT #406 HIALEAH FLORIDA 33016,Condominium,Issued,No,01-31-2027
CR23005208,"SANTAMARIA ESTATES I CONDOMINIUM ASSOCIATION, INC.",2200 WEST 53RD PLACE HIALEAH FL 33016,Condominium,Issued,No,01-31-2027
CR23005209,"VALENCIA TOWNHOUSE ASSOCIATION, INC.",400 VALENCIA AVE CORAL GABLES FL 33134,Condominium,Issued,No,01-31-2027
CR23005211,"KENLAND POINTE CONDOMINIUM I, INC.",9022 SW 23 CT MIAMI FLORIDA 33186,Condominium,Issued,No,01-31-2027
CR23005212,"PALMETTO GARDENS NORTH CONDOMINIUM ASSOCIATION, INC",6125 W 20 AVE HIALEAH FL 33012,Condominium,Issued,No,01-31-2027
CR23005213,"SUNRISE AT SUNSET VIEW CONDOMINIUM ASSOCIATION, INC.",7540 SW 152 AVE MIAMI FLORIDA 33193,Condominium,Issued,No,01-31-2027
CR23005215,"EL CHIOGGIOTTO CONDOMINIUM ASSOCIATION, INC.",761 EUCLID AVE MIAMI BEACH FL 33139,Condominium,Issued,No,01-31-2027
CR23005216,"BRICKELL WEST, A CONDOMINIUM ASSOCIATION INC.",445 SW 11 ST MIAMI FL 33130,Condominium,Issued,No,01-31-2027
CR23005217,"VILLA NAVARRA CONDOMINIUM ASSOCIATION, INC.",444 SW 4 ST MIAMI FL 33130,Condominium,Expired,Yes,01-31-2026
CR23005218,"INTERNATIONAL VILLAS CONDOMINIUM ASSOCIATION, INC.",11400 - 11615 NW 4 TER MIAMI FL 33175,Condominium,Issued,No,01-31-2027
CR23005219,"LA LUNA CONDOMINIUM ASSOCIATION, INC.",2775 W 52 ST HIALEAH FL 33016,Condominium,Issued,No,01-31-2027
CR23005220,"VISTA LAKE CONDOMINIUM ASSOCIATION, INC.",4854 NW 7 ST MIAMI FLORIDA 33126,Condominium,Issued,No,01-31-2027
CR23005222,"SANTA FE CONDOMINIUM ASSOCIATION, INC.",1051/1053 MICHIGAN AVENUE MIAMI BEACH FL 33139,Condominium,Issued,No,01-31-2027
CR23005223,"GROVE COURTVIEW CONDOMINIUM ASSOCIATION, INC.",3288 GIFFORD LANE MIAMI FL 33133,Condominium,Issued,No,01-31-2027
CR23005224,"WILLOWBROOK GARDENS - A CONDOMINIUM ASSOCIATION, INC",449 SWALLOW DRIVE MIAMI SPRINGS FL 33166,Condominium,Issued,No,01-31-2027
CR23005225,"NEW WORLD CONDOMINIUM APARTMENTS III CONDOMINIUM ASSOCIATION, INC.",251-271-291 NW 177 STREET MIAMI FL 33169,Condominium,Issued,No,01-31-2027
CR23005226,"VENETIAN MANOR CONDOMINIUM ASSOCIATION, INC.",934 MICHIGAN AVE MIAMI FL 33139,Condominium,Issued,No,01-31-2027
CR23005228,"VILLA CALABRIA CONDOMINIUM ASSOCIATION, INC.",20 CALABRIA AVENUE CORAL GABLES FL 33134,Condominium,Issued,No,01-31-2027
CR23005229,"GLEN ROYAL CONDOMINIUM ASSOCIATION, INC.",2270 NW 1ST STREET MIAMI FL 33125,Condominium,Issued,No,01-31-2027
CR23005230,"150 SUNRISE DRIVE CONDOMINIUM ASSOCIATION, INC.",150 SUNRISE DRIVE KEY BISCAYNE FL 33149,Condominium,Issued,No,01-31-2027
CR23005231,"FLORENCE AT CRYSTAL LAKES HOMEOWNERS' ASSOCIATION, INC.",677 NE 35 AVENUE HOMESTEAD FL 33033,Homeowner,Expired,Yes,01-31-2026
CR23005232,"CALUSA CLUB VILLAGE CONDOMINIUM BLDG. C SOUTH ASSOCIATION, INC.",13255 SW 88 LANE MIAMI FL 33186,Condominium,Issued,No,01-31-2027
CR23005233,"734 MICHIGAN CONDOMINIUM ASSOCIATION, INC.",1900 N BAYSHORE DRIVE SUITE 1A-107 MIAMI FL 33132,Homeowner,Abandoned,No,
CR23005234,"POINCIANA ROYALE VILLAS CONDOMINIUM II ASSOCIATION, INC.",7512-7532 W 20 AVE HIALEAH FL 33016,Condominium,Issued,No,01-31-2027
CR23005236,"CALUSA CLUB VILLAGE CONDOMINIUM BLDG. C EAST ASSOCIATION, INC.",12905 SW 132 CT MIAMI FL 33186,Condominium,Issued,No,01-31-2027
CR23005237,KRENWAL CORPORATION,220 COLLINS AVE MIAMI BEACH FL 33139,Cooperative,Closed,Yes,01-31-2025
CR23005238,"3090-92 LIME COURT CONDOMINIUM ASSOCIATION, INC.",3090-92 LIME COURT MIAMI FL 33133,Condominium,Issued,No,01-31-2027
CR23005239,"PLAZA VILLAS TOWNHOUSES ASSOCIATION, INC.",728 SW 2ND ST MIAMI FL 33130,Condominium,Issued,No,01-31-2027
CR23005240,"2020 LOFTS CONDOMINIUM ASSOCIATION, INC.",2020 PRAIRIE AVE MIAMI BEACH FL 33139,Condominium,Issued,No,01-31-2027
CR23005241,"SANTANDER CORAL GABLES CONDOMINIUM ASSOCIATION, INC.",649 SANTANDER AVE MIAMI FL 33131,Condominium,Issued,No,01-31-2027
CR23005244,"LUDLAM GARDENS CONDO ASSOC, INC",4590 SW 67 AVE MIAMI FLORIDA 33155,Condominium,Issued,No,01-31-2027
CR23005247,"BAYVIEW GARDENS CONDOMINIUM ASSOCIATION, INC.",1673 BAY RD MIAMI BEACH FLORIDA 33139,Condominium,Issued,No,01-31-2027
CR23005248,"VENETIA GARDENS CONDOMINIUM ASSOCIATION, INC.",2670 SE 12TH PLACE HOMESTEAD FLORIDA 33035,Condominium,Issued,No,01-31-2027
CR23005250,"BARCELONA COURT CONDOMINIUM ASSOCIATION, INC.",820 SALZEDO ST APT 401 CORAL GABLES FL 33134,Condominium,Issued,No,01-31-2027
CR23005251,"URBAN VILLAS CONDOMINIUM ASSOCIATION, INC.",3403-3409 DAY AVE MIAMI FLORIDA 33133,Condominium,Issued,No,01-31-2027
CR23005253,"MARINA LAKES TOWNHOMES HOMEOWNERS ASSOCIATION, INC.",5000 SW 72 AVENUE MIAMI FL 33155,Homeowner,Issued,No,01-31-2027
CR23005254,"SOUTHVIEW AT AVENTURA CONDOMINIUM ASSOCIATION, INC.",3350 & 3440 NE 192 ST AVENTURA FL 33180,Condominium,Issued,No,01-31-2027
CR23005255,"208 MERIDIAN CONDOMINIUM, INC.",208 MERIDIAN AVE MIAMI BEACH FL 33139,Condominium,Abandoned,No,
CR23005256,"THE TREASURY CONDOMINIUM ASSOCIATION, INC.",1635 WEST 44 PLACE HIALEAH FL 33012,Condominium,Issued,No,01-31-2027
CR23005257,"HARDING HALL CONDOMINIUM, INC.",8233 HARDING AVE MIAMI FL 33141,Condominium,Issued,No,01-31-2027
CR23005259,"59 SUNSET PLACE CONDOMINIUM ASSOCIATION, INC.",7440 SW 59 PLACE SOUTH MIAMI FL 33143,Condominium,Issued,No,01-31-2027
CR23005262,"421 COLLINS BUILDING, INC.",421 COLLINS AVE MIAMI BEACH FL 33139,Condominium,Issued,No,01-31-2027
CR23005263,"THE TREETOPS-LOFTS CONDOMINIUM ASSOCIATION, INC.",460 NE 77 ST RD HOLLYWOOD FL 33128,Condominium,Issued,No,01-31-2027
CR23005264,1610 EUCLID AVENUE CONDOMINIUM INC,1610 EUCLID AVE MIAMI BEACH FL 33139,Condominium,Issued,No,01-31-2027
CR23005265,"TERRA LAKE VILLAS CONDOMINIUM ASSOCIATION, INC.",6320 SW 130 AVE MIAMI FL 33183,Condominium,Issued,No,01-31-2027
CR23005266,"THE MERCURY SOUTH BEACH CONDOMINIUM ASSOCIATION, INC.",100 COLLINS AVE MIAMI BEACH FL 33139,Condominium,Issued,No,01-31-2027
CR23005267,"EL VICENTIN CONDOMINIUM ASSOCIATION, INC.",1021 EUCLID AV MIAMI BEACH FL 33139,Condominium,Abandoned,No,
CR23005268,"FOUNTAIN BLUE TOWNHOUSES II CONDOMINIUM ASSOCIATION, INC.",8370 NW 8TH ST MIAMI FL 33126,Homeowner,Issued,No,01-31-2027
CR23005269,"7911 CARLYLE CONDOMINIUM ASSOCIATION, INC.",7911 CARLYLE AVENUE MIAMI BEACH FLORIDA 33141,Condominium,Issued,No,01-31-2027
CR23005270,"ELAN AT CALUSA CONDOMINIUM IX ASSOCIATION, INC.",13027 SW 88 LN MIAMI FL 33186,Condominium,Issued,No,01-31-2027
CR23005271,"KING'S COVE CONDOMINIUM ASSOCIATION, INC.",1335 W 68 STREET HIALEAH FLORIDA 33014,Condominium,Issued,No,01-31-2027
CR23005272,"918 OCEAN DRIVE CONDOMINIUM ASSOCIATION, INC.",918 OCEAN DR MIAMI BEACH FL 33139,Condominium,Issued,No,01-31-2027
CR23005273,"ALOHA CONDOMINIUM ASSOCIATION OF SOUTH BEACH, INC.",1457 MERIDIAN AVENUE MIAMI BEACH FL 33139,Condominium,Issued,No,01-31-2027
CR23005275,"1390 OCEAN DRIVE CONDOMINIUM ASSOCIATION, INC",1390 OCEAN DRIVE MIAMI BEACH FL 33139,Condominium,Issued,No,01-31-2027
CR23005276,"NAVARRE PARK CONDOMINIUM ASSOCIATION, INC.",290 NAVARRE AVE CORAL GABLES FL 33134,Condominium,Issued,No,01-31-2027
CR23005279,LOS ALTOS CONDOMINIUM ASSOCIATION INC.,383 EAST 4TH STREET HIALEAH FL 33010,Condominium,Issued,No,01-31-2027
CR23005280,"CLAIREMONT VILLAGE, A CONDOMINIUM, INC.",2050 NE 140 STREET NORTH MIAMI BEACH FL 33181,Condominium,Issued,No,01-31-2027
CR23005281,"SHEMART VILLAS CONDOMINIUM ASSOCIATION, INC.",1460 WEST 43RD PLACE HIALEAH FL 33012,Condominium,Issued,No,01-31-2027
CR23005283,"THUNDER CONDO ASSOCIATION, INC.",1650-1666 WEST 42 STREET HIALEAH FL 33012,Condominium,Issued,No,01-31-2027
CR23005284,"EQUES PARK CONDOMINIUM ASSOCIATION, INC",407 EAST 30TH STREET HIALEAH FL 33013,Condominium,Issued,No,01-31-2027
CR23005285,VIZCAYA HEIGHTS CONDO INC.,3001 SW 1ST AVE MIAMI FL 33129,Condominium,Abandoned,No,
CR23005286,"FOCSA CONDOMINIUM, INC.",6055 WEST 19 AVENUE HIALEAH FL 33012,Condominium,Issued,No,01-31-2027
CR23005287,"LAKESIDE XI CONDOMINIUM ASSOCIATION, INC.",15699 SW 73 CIR TER MIAMI FL 33193,Condominium,Issued,No,01-31-2027
CR23005289,"WESTGATE RESIDENCE CONDOMINIUM ASSOCIATION, INC.",1515 WEST AVENUE MIAMI BEACH FL 33139,Condominium,Issued,No,01-31-2027
CR23005290,"BYBLOS APARTMENTS CONDOMINIUM ASSOCIATION, INC.",95 SOUTH SHORE DR MIAMI BEACH FL 33141,Condominium,Issued,No,01-31-2027
CR23005292,"PALM VILLAS OF HIALEAH, A CONDOMINIUM ASSOCIATION, INC.",650 PALM AVE HIALEAH FL 33010,Condominium,Issued,No,01-31-2027
CR23005293,"TRAIL HEIGHTS GARDENS CONDOMINIUM ASSOCIATION, INC.",1000 SW 104 CT MIAMI FL 33174,Condominium,Issued,No,01-31-2027
CR23005294,"SHORES PLAZA WEST CONDOMINIUM, INC.",PO BOX 530428 MIAMI SHORES FLORIDA 33138,Condominium,Abandoned,No,
CR23005296,"RONNY CONDOMINIUM ASSOCIATION, INC.",710 MICHIGAN AVE MIAMI BEACH FLORIDA 33139,Condominium,Issued,No,01-31-2027
CR23005297,"3030-32 VIRGINIA STREET CONDOMINIUM ASSOCIATION, INC.",3032 VIRGINIA ST MIAMI FL 33133,Condominium,Issued,No,01-31-2027
CR23005298,"VISTA ALEGRE TOWNHOMES VILLAS STAGE I CONDOMINIUM ASSOCIATION, INC.",15250 SW 134 PL MIAMI FL 33177,Condominium,Issued,No,01-31-2027
CR23005300,"VISTA ALEGRE TOWNHOMES VILLAS STAGE II CONDOMINIUM ASSOCIATION, INC.",15400 SW 134 PL MIAMI FL 33177,Condominium,Issued,No,01-31-2027
CR23005301,"VISTA ALEGRE TOWNHOMES VILLAS STAGE III CONDOMINIUM ASSOCIATION, INC.",15421 SW 133 PL MIAMI FL 33177,Condominium,Issued,No,01-31-2027
CR23005302,"VISTA ALEGRE TOWNHOUSES VILLA STAGE V CONDOMINIUM ASSOCIATION, INC.",13334 SW 152 ST MIAMI FL 33177,Condominium,Issued,No,01-31-2027
CR23005303,"VISTA ALEGRE TOWNHOMES VILLAS STAGE IV CONDOMINIUM ASSOCIATION, INC.",13371 SW 153 ST MIAMI FL 33177,Condominium,Issued,No,01-31-2027
CR23005304,"COUNTRY CLUB OF MIAMI FAIRWAY TOWNHOUSES ASSOCIATION NO. 1, INC.",18900 - 19454 BOBOLINK DRIVE HIALEAH FL 33015,Homeowner,Issued,No,01-31-2027
CR23005305,"VIRGINIA GROVE CONDOMINIUM ASSOCIATION, INC.",3134 VIRGINIA STREET MIAMI FL 33133,Condominium,Issued,No,01-31-2027
CR23005306,TROPICANA II CONDOMINIUM ASSOCIATION INC.,5430-5450 W 22 CT HIALEAH FL 33016,Condominium,Issued,No,01-31-2027
CR23005307,"PENN 10 MANOR CONDOMINIUM, INC",949 PENNSYLVANIA AVE MIAMI BEACH FL 33139,Condominium,Issued,No,01-31-2027
CR23005308,"CUTLER GARDNES HOMEOWNERS ASSOCIATION, INC.",20000 SW 123 DRIVE MIAMI FL 33177,Homeowner,Abandoned,No,
CR23005309,"SPRING LAKES VILLAGE CONDOMINIUM ASSOCIATION, INC.",9905 NW 5TH LN MIAMI FL 33172,Condominium,Issued,No,01-31-2027
CR23005311,ASSOCIATION NAME,123 SW 45 ST MIAMI FL 33133,Condominium,Abandoned,No,
